F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,Classe
0,27,23,2,4,38,1.4210526315789473,1.15,4,0,30,2,19,20,17,0.9953784385316868,4.323378308684077,0.78,8,3,19,19,0.8889686876112561,0.49372797471825575,0.653834841531101,0.5969459859909136,2.6959376693744534,6.262117697523025,11.486996364428586,41.88746455032644,0.08,21,46,10,2.9314903608422926,Humana
1,23,27,3,4,31,1.4375,1.6875,1,0,19,1,16,16,18,0.9953784385316868,2.9377542443165665,0.64,7,11,16,15,0.8889686876112561,0.7043392293490403,0.8454843286542927,0.7880950133074057,1.325742839521275,5.343832090917059,4.078201020529251,31.83315103544784,-0.08,31,48,25,4.398030705821853,Aleatória
-1,25,25,6,6,22,2.272727272727273,2.0833333333333335,2,1,11,0,11,12,18,0.9999999997114609,1.7912007146045918,0.46,14,13,11,11,1.0,1.6006197146962737,1.4976833963009524,1.5506569130545222,1.3179468196998165,4.7216981155795335,3.6344710454491547,25.904186664599596,0.0,25,48,21,4.251185325340039,Humana
1,22,28,4,5,24,1.8333333333333333,2.1538461538461537,1,1,14,1,12,13,17,0.9895875209335165,2.090454496036687,0.5,10,15,12,12,0.8365012677171205,0.9860132971832695,1.5112986695683461,1.296148139681572,0.8817334283548109,5.536772377167793,2.2959183673469394,35.02780556006472,-0.12,28,47,24,4.4250983688183,Humana
0,33,17,2,1,34,1.8333333333333333,1.0,0,0,20,1,18,17,15,0.924818704684491,3.4655446902326914,0.7,15,0,17,17,0.5994620704162712,0.37267799624996495,0.0,0.49487165930539356,0.2886751345948126,4.851759202654662,1.0833333333333326,25.03831944098762,0.32,15,49,5,1.8168296348165345,Humana
-1,25,25,3,3,35,1.3888888888888888,1.3888888888888888,4,0,27,0,18,18,16,0.9999999997114609,3.8576676891614197,0.72,7,7,17,18,1.0,0.7556372504853025,0.6781419786518724,0.7179359990733382,1.5189176983514376,6.356619211821818,3.6452006167306097,43.11758199626874,0.0,28,50,18,3.846143272171575,Humana
0,26,24,7,4,30,1.625,1.6,4,0,24,3,16,15,17,0.9988455357066628,3.381656398867277,0.62,10,9,15,15,0.9434164716336324,1.5761900266148114,1.083205120618128,1.360204428536001,2.491898691856389,6.61244010250522,8.921895660117848,45.703739791584354,0.04,27,49,21,4.1478182057277895,Humana
0,28,22,7,4,25,2.1538461538461537,1.6923076923076923,0,0,12,3,13,13,18,0.9895875209335165,2.1094074997496333,0.52,15,9,13,12,0.8365012677171205,1.5613679330911108,0.9101661204768638,1.298611001241087,2.355677958077737,4.542715417997652,9.408938134810711,22.810351254680516,0.12,29,48,28,4.664653803789035,Aleatória
1,22,28,5,4,27,1.5714285714285714,2.0,3,0,17,1,14,14,18,0.9895875209335165,2.49927989629013,0.56,8,14,13,14,0.8365012677171205,1.178030178747903,1.1338934190276817,1.175862688082452,1.3435777472137773,5.816892719525646,3.5439196089377862,37.665472492483524,-0.12,28,50,22,4.294663586209604,Aleatória
0,29,21,6,3,26,2.230769230769231,1.5,1,0,14,3,13,14,17,0.9814538947451146,2.2289908030317216,0.54,16,7,13,13,0.7858751946471527,1.4225570776082255,0.7319250547113999,1.1770554505237556,1.7876958026397045,4.9531481610912325,6.400319576512108,28.12389081703073,0.16,30,49,26,4.604764945046351,Aleatória
